"region","type","ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Zoned Corrugated Brown Ware","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Red Mesa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Zoned Corrugated Brown Ware","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Red Mesa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Reserve Black-on-white","Cibola White Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Red Mesa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Reserve Black-on-white","Cibola White Ware"
"Mogollon Highlands","Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Zoned Corrugated Brown Ware","Mogollon Brown Ware"
"Mogollon Highlands","Starkweather Decorated Smudged","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Reserve/Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Zoned Corrugated Brown Ware","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Zoned Corrugated Brown Ware","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Mimbres White Ware, Undifferentiated","Mimbres White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Puerco Black-on-white","Cibola White Ware"
"Mogollon Highlands","Gallup Black-on-white","Cibola White Ware"
"Mogollon Highlands","Escavada Black-on-white","Cibola White Ware"
"Mogollon Highlands","Reserve Black-on-white","Cibola White Ware"
"Mogollon Highlands","Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Kiatuthlanna/Red Mesa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Puerco Black-on-red","Early White Mountain Red Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","St. Johns Polychrome","Early White Mountain Red Ware"
"Mogollon Highlands","Reserve/Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Mimbres White Ware, Undifferentiated","Mimbres White Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Mogollon Highlands","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Tularosa Fillet Rim","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Zoned Corrugated Brown Ware","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Reserve/Tularosa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Three Circle Red-on-white","Mimbres White Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mimbres White Ware, Undifferentiated","Mimbres White Ware"
"Mogollon Highlands","Red Mesa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Alma Series type","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Highlands","Mimbres White Ware, Undifferentiated","Mimbres White Ware"
"Mogollon Highlands","Reserve Black-on-white","Cibola White Ware"
"Mogollon Highlands","Red Mesa Black-on-white","Cibola White Ware"
"Mogollon Highlands","Mimbres White Ware, Undifferentiated","Mimbres White Ware"
"Mogollon Rim","Gila Polychrome","Roosevelt Red Ware"
"Mogollon Rim","Alma Series type","Mogollon Brown Ware"
"Mogollon Rim","Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware"
"Mogollon Rim","Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Rim","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Mogollon Rim","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Rim","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Rim","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Rim","Gila Polychrome","Roosevelt Red Ware"
"Mogollon Rim","Alma Series type","Mogollon Brown Ware"
"Mogollon Rim","Wingate Polychrome","Early White Mountain Red Ware"
"Mogollon Rim","Wingate Black-on-red","Early White Mountain Red Ware"
"Mogollon Rim","Cedar Creek/Fourmile Polychrome","Late White Mountain Red Ware"
"Mogollon Rim","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Rim","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Rim","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Mogollon Rim","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
